business_status,formatted_address,name,place_id,rating,types,latitude,longitude,state
OPERATIONAL,"México 30, Amalia Solorzano, San Buenaventura, Coah., Mexico",Atm/Cajero BBVA Oxxo La Feria1076,ChIJbXtWgd3Hi4YRo07jslWuy98,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",27.0496205,-101.5332735,Coahuila de Zaragoza
OPERATIONAL,"Blvd. Harold R. Pape y, Lic. Elsa Hdz. de Las Fuentes No. 100, 25750 Monclova, Coah., Mexico",BBVA Monclova Ofna. Principal,ChIJcQD_9fzNi4YRV0ZWxIms5kE,4.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",26.9046223,-101.429459,Coahuila de Zaragoza
OPERATIONAL,"Francisco I. Madero 133, Centro, 26700 Sabinas, Coah., Mexico",BBVA,ChIJDQDQ6IHCioYRiRv3W8N2M3A,5.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",27.849332,-101.1210167,Coahuila de Zaragoza
OPERATIONAL,"BLVD, Venustiano Carranza 500, Zona Centro, 25700 Monclova, Coah., Mexico",Atm/Cajero BBVA Suc Monclova Centro,ChIJR7PFoPbNi4YRPercm1C5lBQ,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.901678,-101.4171983,Coahuila de Zaragoza
OPERATIONAL,"26230, Benito Juárez Nte. 309, 26530 Allende, Coah., Mexico",BBVA,ChIJOZ6WaI9O9YYRkYoPZQT7bEo,4.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",28.3448709,-100.8524449,Coahuila de Zaragoza
OPERATIONAL,"Pdte. Venustiano Carranza 104, Comercial, 26850 Nueva Rosita, Coah., Mexico",BBVA,ChIJNXnFiorbioYRhzBhCZ16tD0,4.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",27.9336452,-101.2259268,Coahuila de Zaragoza
OPERATIONAL,"Francisco I. Madero 202, Zona Centro, 25600 Frontera, Coah., Mexico",Atm/Cajero BBVA F Benavides Frontera,ChIJO3IyuWjOi4YRJ-d7XVDfoeA,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.926302,-101.4528757,Coahuila de Zaragoza
OPERATIONAL,"Industrial, Zona Industrial, 25618 Frontera, Coah., Mexico",Atm/Cajero BBVA Super Gutierrez1919,ChIJFxZvW_nRi4YR69BKPDG_qZQ,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.888773,-101.4389316,Coahuila de Zaragoza
OPERATIONAL,"Blvd Harold R. Pape 1202, La Loma, 25770 Monclova, Coah., Mexico",Atm/Cajero BBVA Soriana Pape1527,ChIJY5eY8wXSi4YRP02a0XBI2lE,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.8894,-101.423,Coahuila de Zaragoza
OPERATIONAL,"Av Adolfo López Mateos 2004, Barrera, 25770 Monclova, Coah., Mexico",Atm/Cajero BBVA Aramark Monclova Manuf606,ChIJ4Q__d4fNi4YRo91vVQZYpIA,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.8999432,-101.396508,Coahuila de Zaragoza
OPERATIONAL,"Calle Huemac S/N, Anáhuac, 25756 Monclova, Coah., Mexico",Atm/Cajero BBVA Soriana Monclova294,ChIJl7hlWwHOi4YRjBa8ius0eDQ,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.9003227,-101.4392247,Coahuila de Zaragoza
OPERATIONAL,"Lic. Nicolás Torres, 26340 Múzquiz Municipality, Coahuila, Mexico",Atm/Cajero BBVA Suc M Muzquiz686,ChIJu9B_MjEji4YRyPzb0-C5BzQ,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",27.879,-101.517,Coahuila de Zaragoza
OPERATIONAL,"Ahmsa, 1, Juárez, Altos Hornos de México S.a. Planta 1, 25750 Monclova, Coah., Mexico",Atm/Cajero BBVA Ahmsa 2,ChIJt1SBkxLSi4YRVOzdvIjPsss,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.8848008,-101.4197818,Coahuila de Zaragoza
OPERATIONAL,"México 57, Asturias, 25790 Monclova, Coah., Mexico",Atm/Cajero BBVA Oxxo Asturias853,ChIJFU3D5SzSi4YRPuoAnvSehIU,3.2,"['atm', 'finance', 'point_of_interest', 'establishment']",26.8513422,-101.4259586,Coahuila de Zaragoza
OPERATIONAL,"Blvrd San Jose, Heroes del 47, 25740 Monclova, Coah., Mexico",Atm/Cajero BBVA Super Gutierrez1155,ChIJ78ywo5LNi4YRPvjNP2QCf6E,1.0,"['atm', 'finance', 'point_of_interest', 'establishment']",26.9096,-101.41,Coahuila de Zaragoza
OPERATIONAL,"Calle Francisco I. Madero 106, Centro, 28000 Colima, Col., Mexico",BBVA,ChIJV6ScgqtaJYQR8Fvx5hCCLq0,3.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.2419626,-103.7263599,Colima
OPERATIONAL,"Walmart, Av Tecnológico 125, Miguel Hidalgo I, 28037 Colima, Col., Mexico",Atm/Cajero BBVA Walmart Colima Norte654,ChIJ95oyWLZaJYQRBXrd_DZ7ADA,0.0,"['atm', 'finance', 'point_of_interest', 'establishment']",19.2573366,-103.720558,Colima
OPERATIONAL,"Av. San Fernando 502, Centro, 28000 Colima, Col., Mexico",BBVA Colima Ofna Principal,ChIJP8kUTqRaJYQRff5KgMswJRM,3.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.245623,-103.7143914,Colima
OPERATIONAL,"Av. Constitución 2171, Los Olivos, 28017 Colima, Col., Mexico",BBVA Los Olivos,ChIJp5Ota8JaJYQRdb8FQR5t_Eo,3.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.2695141,-103.7078203,Colima
OPERATIONAL,"Felipe Sevilla del Río 115, Jardines Vista Hermosa I, 28017 Colima, Col., Mexico",BBVA Sevilla Del Rio,ChIJXXCmh7laJYQRXncB-DLcCx0,2.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.2555962,-103.714887,Colima
OPERATIONAL,"Av Gral Manuel Alvarez 40, Centro, 28970 Villa de Álvarez, Col., Mexico",BBVA,ChIJOcr4uDZFJYQRgVLpGWIhkyM,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.263793,-103.7352748,Colima
OPERATIONAL,"Av. San Fernando 502, Centro, 28000 Colima, Col., Mexico",BBVA Pensiones,ChIJO5upqnVbJYQRy__7qBA_rvk,0.0,"['accounting', 'finance', 'point_of_interest', 'establishment']",19.245623,-103.7143914,Colima
OPERATIONAL,"AV, Paseo Miguel De la Madrid Hurtado No. 301, 28018 Colima, Col., Mexico",BBVA,ChIJS2uJew5bJYQRnhNFdrItuG4,5.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.2670511,-103.6974452,Colima
OPERATIONAL,"Calz. Pedro A. Galván Nte. Norte 120, Centro, 28000 Colima, Col., Mexico",Atm/Cajero BBVA Walmart Colima,ChIJ93Js66daJYQRTFaqugWNA1k,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",19.2385417,-103.7155936,Colima
OPERATIONAL,"Ismael Aguayo Figueroa, El Ángel, 28979 Villa de Álvarez, Col., Mexico",BBVA,ChIJ8_1GeSpFJYQRZ9h1HyackOo,4.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.284485,-103.7360986,Colima
OPERATIONAL,"Av. San Fernando 502, Centro, 28000 Colima, Col., Mexico",BBVA Centro Especializado en Recuperación de Crédito,ChIJ6cqdRi5bJYQRHPN8eM8N5f4,0.0,"['finance', 'point_of_interest', 'establishment']",19.245542,-103.7144343,Colima
OPERATIONAL,"María Ahumada de Gómez 39, Infraestructura Urbana Plaza Colima, 28970 Villa de Álvarez, Col., Mexico",Atm/Cajero BBVA Soriana Colima1128,ChIJA6SDsS9FJYQREmG-moCSrQI,4.3,"['atm', 'finance', 'point_of_interest', 'establishment']",19.2729515,-103.7372568,Colima
OPERATIONAL,"México 54D m31, El Porvenir II, 28019 Colima, Col., Mexico",Cajero Autamotico BBVA BANCOMER,ChIJU_iFrYlaJYQRjgn7Qy7VIuA,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",19.2547812,-103.6847823,Colima
OPERATIONAL,"Wal Mart, Av. Manuel J. Clouthier 91, Jardines de Bugambilias, 28978 Villa de Álvarez, COAH, Mexico",BBVA Bancomer,ChIJaUhW-ipFJYQRqyIE8UAyqXM,3.7,"['atm', 'finance', 'point_of_interest', 'establishment']",19.2805343,-103.7311205,Colima
OPERATIONAL,"Benito Juárez 2, Emiliano Zapata, 28500 Cuauhtémoc, Col., Mexico",BBVA Colima Cuauhtemoc,ChIJ63MckHdZJYQRKEHkJfdOjsI,0.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.3242726,-103.6005291,Colima
OPERATIONAL,"Av 20 de Noviembre 604, Zona Centro, 34000 Durango, Dgo., Mexico",BBVA Bancomer OF DURANGO. CENTER,ChIJ69YgVz3Im4YRwfU4cc9L84k,3.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.0268765,-104.6564262,Durango
OPERATIONAL,"General, Blvd. Domingo Arrieta 700 Fracc, Sahop, 34190 Durango, Dgo., Mexico",BBVA Durango blvd. Arrieta,ChIJp8MRKv7Hm4YRC-Ave7MDRNs,3.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.0016021,-104.6620161,Durango
OPERATIONAL,"Av 20 de Noviembre 604, Nueva Vizcaya, 34000 Durango, Dgo., Mexico",BBVA Bancomer Home Office,ChIJoe1wut23m4YRIVmJymnjX4U,3.8,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",24.0282784,-104.6509881,Durango
OPERATIONAL,"Blvd. Felipe Pescador 1401, La Esperanza, 34080 Durango, Dgo., Mexico",BBVA,ChIJg2tORNq3m4YR27qULeWoFqo,2.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.0346481,-104.6508947,Durango
OPERATIONAL,"Blvrd Francisco Villa 1620, Guadalupe, 34220 Durango, Dgo., Mexico",BBVA,ChIJ5V-1H7G3m4YRV5jJHdXCA14,3.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.0428206,-104.6276487,Durango
OPERATIONAL,"Real del Mezquital 103, Real del Mezquital, 34199 Durango, Dgo., Mexico",BBVA,ChIJL2GvbQK4m4YRMuo4pkQ1svc,3.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",24.000877,-104.651749,Durango
OPERATIONAL,"Av 20 de Noviembre 604, Zona Centro, 34000 Durango, Dgo., Mexico",Bbva Bancomer Suc Centro,ChIJXfffRt63m4YRfXGo7UV4z6g,4.1,"['bank', 'finance', 'point_of_interest', 'establishment']",24.0243168,-104.6707946,Durango
OPERATIONAL,"Blvd. Domingo Arrieta 1700, Gral Domingo Arrieta, 34180 Durango, Dgo., Mexico",BBVA Bancomer,ChIJ1-kdOPnHm4YRMl3VZD8Abhg,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",23.9951557,-104.6632197,Durango
OPERATIONAL,"Av 20 de Noviembre 302, Zona Centro, 34000 Durango, Dgo., Mexico",Atm/Cajero BBVA Suc Durango Matriz1236,ChIJoe1wut23m4YR6F6TBpbt-Ao,4.3,"['atm', 'finance', 'point_of_interest', 'establishment']",24.0267572,-104.6632569,Durango
OPERATIONAL,"Calle Cto. Interior 423, Huizache II, 34160 Durango, Dgo., Mexico",BBVA Bancomer,ChIJmbtiB_e3m4YRuFMwiq5HsIo,3.5,"['atm', 'finance', 'point_of_interest', 'establishment']",24.0061397,-104.6455082,Durango
OPERATIONAL,"Blvd. Felipe Pescador 1401, La Esperanza, 34080 Durango, Dgo., Mexico",BBVA Bancomer ATM,ChIJk64GPdq3m4YRdkg-eAj90tc,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",24.035857,-104.652062,Durango
OPERATIONAL,"DGO 115 S/N, Sahop, 34190 Durango, Dgo., Mexico",Atm/Cajero BBVA Suc Blvd Arrieta319,ChIJp8MRKv7Hm4YR7V-kuVEwKEw,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",24.0016,-104.662,Durango
OPERATIONAL,"Avenida Felipe Pescador 1401 Oriente, La Forestal, 34000 Durango, Dgo., Mexico",Atm/Cajero BBVA Sam'S Club Durango,ChIJ76na2tm3m4YRtoRHP2ARsNI,4.0,"['atm', 'finance', 'point_of_interest', 'establishment']",24.0362312,-104.6548825,Durango
CLOSED_TEMPORARILY,"Blvrd Francisco Villa 200, Glorieta, 34204 Durango, Dgo., Mexico",Atm/Cajero BBVA Plaza Jardines751,ChIJb1wdDbe3m4YRrWixYIhSkic,3.8,"['atm', 'finance', 'point_of_interest', 'establishment']",24.0405257,-104.6321395,Durango
OPERATIONAL,"Av. Benito Juárez 9, Zona Centro, 36000 Guanajuato, Gto., Mexico",BBVA Guanajuato Juárez,ChIJKX4VkAh0K4QR5W9821mHf6w,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.0175517,-101.2554172,Guanajuato
OPERATIONAL,"Carr. Guanajuato - Juventino Rosas 1, 36255 León, Gto., Mexico",BBVA,ChIJR8lX7g50K4QRNl1Wi1kshzQ,2.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.9707669,-101.278696,Guanajuato
OPERATIONAL,"Libertad 6, Centro, 36100 Silao, Gto., Mexico",BBVA,ChIJy9MI2ICcK4QR0y130mFhmZw,3.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.9431955,-101.4285252,Guanajuato
OPERATIONAL,"Blvd. Adolfo López Mateos 1515, Conjunto Estrella, 37266 León, Gto., Mexico",BBVA Bancomer,ChIJqZQwYgC_K4QRzaJKhl9OTds,3.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.1191648,-101.663498,Guanajuato
OPERATIONAL,"Blvd. Delta 201, Industrial Delta, 37545 León, Gto., Mexico",BBVA,ChIJo6g-eA--K4QR5I0NNNXeVTw,4.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.0845921,-101.6265599,Guanajuato
OPERATIONAL,"Blvrd Miguel Hidalgo 1207, Villa Insurgentes, 37220 León, Gto., Mexico",BBVA Bancomer Hidalgo Leon Blvd.,ChIJzVFmVyO_K4QRFUx9r9O9JNc,2.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.1465461,-101.6719196,Guanajuato
OPERATIONAL,"Av Paseo del Moral 301, Jardines del Moral, 37160 León, Gto., Mexico",BBVA León Jardines,ChIJJ0z1DES_K4QRSSQSJVpK4-E,3.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.146,-101.691,Guanajuato
OPERATIONAL,"5 de Mayo 202, Centro, 37000 León, Gto., Mexico",BBVA Bancomer Centro León,ChIJ67EtYwy_K4QRb8DFEZ98_CA,3.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.1236994,-101.6808511,Guanajuato
OPERATIONAL,"Blvrd Torres Landa Pte 1325, Centro Bodeguero Robles, 37450 León, Gto., Mexico",BBVA,ChIJc-FldIW_K4QRgOhMjb_jLNw,3.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.1046308,-101.7021593,Guanajuato
OPERATIONAL,"Blvd. Aeropuerto 104, Cerrito de Jerez Nte., 37530 León, Gto., Mexico",BBVA,ChIJezkh6Q2-K4QRB82vEwBV2UA,4.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.0923623,-101.626202,Guanajuato
OPERATIONAL,"Miguel Hidalgo 53, Zona Centro, 36200 Romita, Gto., Mexico",BBVA,ChIJA3Y6bjGFK4QR1gunw12SR5I,5.0,"['atm', 'finance', 'point_of_interest', 'establishment']",20.8721841,-101.5201761,Guanajuato
OPERATIONAL,"Villas 169, 36644 Irapuato, Gto., Mexico",BBVA,ChIJJzNlBbF_LIQRPF4HyrpcOks,3.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6758792,-101.3734827,Guanajuato
OPERATIONAL,"Blvd. Adolfo López Mateos Poniente 1103, 37328 León, Gto., Mexico",BBVA León Parque Hidalgo,ChIJK5Ybamy_K4QREruO5OJW0Pc,4.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",21.1323932,-101.6880319,Guanajuato
OPERATIONAL,"Av Revolución 69, Centro, 36500 Irapuato, Gto., Mexico",BBVA Irapuato Sede,ChIJBaUgG9R_LIQRdH4wLqHAd8M,3.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6748642,-101.3479369,Guanajuato
OPERATIONAL,"Guanajuato 908, Los Reyes, 36590 Irapuato, Gto., Mexico",BBVA Bancomer Market Irapuato,ChIJ8TJdsi5-LIQRIjpAZos4pLw,3.6,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6628933,-101.3486972,Guanajuato
OPERATIONAL,"Av. 16 de Septiembre 145, Zona Centro, 44100 Guadalajara, Jal., Mexico",BBVA Bancomer,ChIJscqNcbOzKIQRdbyLz_6KHvc,2.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6745158,-103.3468611,Jalisco
OPERATIONAL,"Calz. Jesús González Gallo 350, Sector Reforma, 44430 Guadalajara, Jal., Mexico",BBVA Heroes Ferrocarrileros,ChIJN2LORxqyKIQR1FgPsuEoKjM,2.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6564281,-103.3428911,Jalisco
OPERATIONAL,"López Cotilla 40, Centro, 45700 Acatlán de Juárez, Jal., Mexico",BBVA,ChIJze6w9wL5JYQRyNgcMkvTksE,3.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.4217868,-103.5920753,Jalisco
OPERATIONAL,"Av. Francisco Javier Mina 458, Sector Libertad, San Juan de Dios, 44360 Guadalajara, Jal., Mexico",BBVA Javier Mina,ChIJiVrTmYyxKIQRssmZVwxdyhA,3.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6732685,-103.3341384,Jalisco
OPERATIONAL,"Av Juárez 685, Zona Centro, 44100 Guadalajara, Jal., Mexico",BBVA Juárez,ChIJg1uOkfyxKIQR1K8cZBtwoEo,3.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6746195,-103.3541713,Jalisco
OPERATIONAL,"Pedro Moreno 25, Centro, 45300 Tala, Jal., Mexico",BBVA,ChIJU_Qk38IFJoQRm45kat7gaW0,2.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6502627,-103.7032609,Jalisco
OPERATIONAL,"Av. Adolfo López Mateos Sur 5468, Arboledas, 45070 Zapopan, Jal., Mexico",BBVA Bancomer Arboledas,ChIJ20H6qUWsKIQRiUt3dve4vpc,2.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6279872,-103.4188044,Jalisco
OPERATIONAL,"Calz Independencia Sur 161, Centro, 46900 Guadalajara, Jal., Mexico",BBVA Mascota,ChIJdXd_sPKmJoQR3X0L3sKivfA,2.5,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6723021,-103.3433156,Jalisco
OPERATIONAL,"Av. Patria 320, La Estancia, 45030 Zapopan, Jal., Mexico",BBVA Bancomer Patria Zapopan,ChIJdyd5tZmuKIQRaSAxW8jLRLA,2.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6698769,-103.4246499,Jalisco
OPERATIONAL,"Calle Gral Zepeda 2, Lomas de San Javier, 46600 Ameca, Jal., Mexico",BBVA,ChIJ66XlkE52JoQRGlSKN64-4ac,2.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.5471188,-104.047031,Jalisco
OPERATIONAL,"Juárez 111, Centro, 46500 Etzatlán, Jal., Mexico",BBVA,ChIJdROBBWxvJoQReIqM-4qSzBw,3.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.763165,-104.0817063,Jalisco
OPERATIONAL,"Ramón Corona NO. 51, Centro, 46470 Magdalena, Jal., Mexico",BBVA,ChIJyQ-u98JBJoQRbJlzhg3KkmM,0.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.9089744,-103.9818116,Jalisco
OPERATIONAL,"Av. Ignacio L. Vallarta 1440, Col Americana, Americana, 44100 Guadalajara, Jal., Mexico",BBVA,ChIJHdfuJAWuKIQRrHZNricM1rI,2.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6751156,-103.3682052,Jalisco
OPERATIONAL,"Av Juárez 101, Zona Centro, 45500 San Pedro Tlaquepaque, Jal., Mexico",BBVA Parián,ChIJ0R_jTrOzKIQRwIVQsXuNOP0,4.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.675134,-103.3440347,Jalisco
OPERATIONAL,"Plaza Tapatía, Paseo Hospicio 36, San Juan de Dios, 44360 Guadalajara, Jal., Mexico",BBVA Plaza Tapatía,ChIJK3bXFPKxKIQRVqC71kHoEVY,3.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6769309,-103.3401295,Jalisco
OPERATIONAL,"Av. Adolfo López Mateos Sur 2074, Chapalita, 45040 Guadalajara, Jal., Mexico",BBVA López Mateos,ChIJKf0endatKIQRv9wJ3IJsq5c,2.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6579765,-103.3987603,Jalisco
OPERATIONAL,"AV Tonala 295 Hidalgo DE, 45400 Tonalá, Jal., Mexico",BBVA,ChIJZYRJHY-0KIQRfrqLP9YMYw8,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6182793,-103.2516661,Jalisco
OPERATIONAL,"C. Independencia 16, Juanacatlán Centro, 45880 El Salto, Jal., Mexico",BBVA Juanacatlan Centro,ChIJGeJku_c1L4QR1p7YuAqQ6XE,4.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.5059392,-103.1719396,Jalisco
OPERATIONAL,"Av. de las Américas 877, Italia Providencia, 44600 Guadalajara, Jal., Mexico",BBVA,ChIJ9cENdzyuKIQRzM7kY0Eoxm8,2.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.6925742,-103.3736105,Jalisco
OPERATIONAL,"Av Enrique Díaz de León Sur 599, Col Americana, Moderna, 44190 Guadalajara, Jal., Mexico",BBVA Enrique Díaz De León,ChIJb6tsKwCuKIQRKpfl3nZQE-0,2.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.667652,-103.3592252,Jalisco
OPERATIONAL,"Calle Lerdo de Tejada No. 9, Centro, 61100 Cd Hidalgo, Mich., Mexico",BBVA,ChIJH9d9GLTL0oURxfk7SOhtJBY,3.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.6905098,-100.5565308,Michoacán
OPERATIONAL,"Portal Independencia No. 61, Centro, 61250 Maravatio, Mich., Mexico",BBVA,ChIJWby70ZzQ0oURycFaA9827Fo,2.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.89223,-100.4431902,Michoacán
OPERATIONAL,"Av. Revolución Nte. 40-A, Centro, 61650 Zitácuaro, Mich., Mexico",BBVA Bancomer Center Tacámbaro,ChIJEV5DlRWHLYQR7LRacND_QU8,4.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.4401556,-100.3545573,Michoacán
OPERATIONAL,"C. Dr. Emilio García Sur 23, Centro, 61500 Zitácuaro, Mich., Mexico",Bancomer BBVA,ChIJ7ShyiZik0oURGxWz5HEuRqw,3.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.4368443,-100.3583411,Michoacán
OPERATIONAL,"Morelos 17, Centro, 61420 Tuxpan, Mich., Mexico",BBVA,ChIJ8ah0LT-30oURCaY-BcWHvKU,4.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.5673447,-100.4645738,Michoacán
OPERATIONAL,"José María Morelos 12, Centro, 61060 Tlalpujahua de Rayón, Mich., Mexico",BBVA,ChIJpUOz-NTo0oURWoCOiCJXWbw,3.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.8046313,-100.1730833,Michoacán
OPERATIONAL,"Av Emilio Carranza 7, Centro, 60000 Uruapan, Mich., Mexico",BBVA BANCOMER URUAPAN 20 NOVEMBER,ChIJRx1m63PiLYQREadRG0TeA1U,3.1,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.4212233,-102.0650682,Michoacán
OPERATIONAL,"Av Hidalgo 12, Centro, 58930 Zinapecuaro de Figueroa, Mich., Mexico",BBVA,ChIJr9OZAqElLYQRMu52Y9NiFmY,4.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.8599709,-100.8259318,Michoacán
OPERATIONAL,"Benito Mendoza 23, Centro, 61600 Pátzcuaro, Mich., Mexico",BBVA Patzcuaro,ChIJj6lWt4SWLYQRx00O0GvicRM,4.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.5150398,-101.6094227,Michoacán
OPERATIONAL,"Morelos Sur 250, Centro, 59600 Zamora de Hidalgo, Mich., Mexico",BBVA Bancomer Center Zamora,ChIJC6xqec-ILoQRETX54HTnCQA,4.3,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.9846335,-102.2863057,Michoacán
OPERATIONAL,"Portal Guerrero 85, Centro, 58760 Purépero de Echáiz, Mich., Mexico",Bbva Bancomer,ChIJLWG2psjULYQRnV7URYxHxsE,3.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.9099111,-102.0080255,Michoacán
OPERATIONAL,"Portal Hidalgo 9, Centro, 59230 Tanhuato de Guerrero, Mich., Mexico",BBVA,ChIJxazCPvK9LoQRY_ez8WL_tX0,2.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",20.283886,-102.3278856,Michoacán
OPERATIONAL,"Calle de Bucareli 935, Vasco de Quiroga, 58230 Morelia, Mich., Mexico",BBVA Bancomer Basque Quiroga,ChIJ_5mzugUOLYQR4mcssyBCvpY,3.4,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.7027084,-101.1713016,Michoacán
OPERATIONAL,"Calle Esteban Vaca Calderón SN, Centro, 60600 Apatzingán de la Constitución, Mich., Mexico",BBVA Apatzingán Sotero,ChIJQb8hRGThMYQRHjp9Zhdyqe0,3.9,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.0865461,-102.3535493,Michoacán
OPERATIONAL,"Venustiano Carranza 2, Col del Centro, 61940 Huetamo de Núñez, Mich., Mexico",BBVA,ChIJl3NUZnvcMoQRGTbOd_OQvss,3.0,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",18.6254166,-100.8999544,Michoacán
OPERATIONAL,"Melchor Ocampo 5, Centro, 58820 Huandacareo, Mich., Mexico",BBVA,ChIJs6JOPD7-LIQRlLCrl6SHX-k,3.8,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.9890492,-101.2761649,Michoacán
OPERATIONAL,"Av Solidaridad No. 350, Félix Ireta, 58070 Morelia, Mich., Mexico",BBVA,ChIJE0d-W94NLYQRv2CCg4kkMNQ,2.2,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.6881817,-101.1866897,Michoacán
OPERATIONAL,"Blvd. Industrial 1241, Gral Guerrero, Vicente Guerrero, 60120 Uruapan, Mich., Mexico",BBVA,ChIJ0fnB0EfiLYQRfCp-SwZZPBg,3.6,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.4239842,-102.037978,Michoacán
OPERATIONAL,"Morelos 2, Centro, 58600 Zacapu, Mich., Mexico",BBVA Bancomer HOME OFNA,ChIJlSQNATbJLYQR8Dp0mtQFb0w,2.7,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",19.8184878,-101.7917995,Michoacán
