place_id,name,rating,formatted_address,latitude,longitude,types,icon,state
ChIJkySim3PuKYQR6VtatBtbYKY,BBVA Aguascalientes Quijote,3.2,"Av LIC.Adolfo López M.Ote 1001, San Luís, 20250 Aguascalientes, Ags., Mexico",21.877871,-102.2737974,sucursal,bank,Aguascalientes
ChIJQeb3zXzuKYQRL0tIOCJIxj4,BBVA Bancomer AGS Office Center,3.9,"Av, 5 de Mayo 112, 20000 Aguascalientes, Ags., Mexico",21.8815281,-102.2969801,sucursal,bank,Aguascalientes
ChIJkfpGScXtKYQR3SfdWyirAw0,BBVA Aguascalientes,3.4,"Av Aguascalientes Sur 603, Cd Industrial, México, 20235 Aguascalientes, Ags., Mexico",21.8598681,-102.2798972,sucursal,bank,Aguascalientes
ChIJuSceueLuKYQRGVX2q-UOtJ8,BBVA Bosques,3,"Avenida Universidad 117, Bosques del Prado Sur, 20120 Aguascalientes, Ags., Mexico",21.9147169,-102.3126106,sucursal,bank,Aguascalientes
ChIJIxqo6FTuKYQR_nCSHsOk7Rc,BBVA Aguascalientes Pulgas Pandas,3.5,"Agropecuario, Av Aguascalientes Nte 1698, 20138 Aguascalientes, Ags., Mexico",21.9152157,-102.2969577,sucursal,bank,Aguascalientes
ChIJC8MlD67vKYQRiL7_n3QCGbc,BBVA Altaria,2.9,"Blvd. A Zacatecas 849, Trojes de Alonso, 20116 Aguascalientes, Ags., Mexico",21.9245323,-102.2897871,sucursal,bank,Aguascalientes
ChIJ68qwbdbtKYQR5vvqYCuYGLU,BBVA Boulevard,3.2,"Av. José Ma. Chávez 1010, Lindavista, 20270 Aguascalientes, Ags., Mexico",21.8686951,-102.2943638,sucursal,bank,Aguascalientes
ChIJ9zRxggfvKYQREK8-DEtHrDc,Bancomer,2.6,"Av. Monte Blanco LB, Desarrollo Especial Colegio Cristóbal Colón, 20115 Aguascalientes, Ags., Mexico",21.9256012,-102.3011423,sucursal,bank,Aguascalientes
ChIJiSzQZfLuKYQRvlek_hOR8IQ,BBVA Plaza San Marcos,2.3,"Zona 1, Av. de la Convención de 1914 Nte., 20010 Aguascalientes, Ags., Mexico",21.8954318,-102.3102319,sucursal,bank,Aguascalientes
ChIJcbwq3STsKYQRoH05RuIl3E4,BBVA,2.9,"Av. de los Maestros 2615, Pirules, 20210 Aguascalientes, Ags., Mexico",21.8588144,-102.3166823,sucursal,bank,Aguascalientes
ChIJIdCaQ-PxKYQR32HjEJmxpHM,BBVA Haciendas De Ags,2.3,"Av Siglo XXI 1302, Balcones de Ojocaliente, 20190 Aguascalientes, Ags., Mexico",21.861416,-102.2490132,sucursal,bank,Aguascalientes
ChIJuUImuIbuKYQRhZrjiL2TB-g,BBVA Expoplaza,3.5,"Av. Convención de 1914 Pte. No. 101, Centro, 20000 Aguascalientes, Ags., Mexico",21.8746297,-102.3116278,sucursal,bank,Aguascalientes
ChIJEbS1VoPuKYQRpJYDdnlfr7Q,BBVA,2.9,"Av. Convención de 1914 Pte., Barrio de San Marcos, 20070 Aguascalientes, Ags., Mexico",21.8962219,-102.3113928,sucursal,bank,Aguascalientes
ChIJkfpGScXtKYQRGjWqzuVqjbY,ATM / CASHIER BANCOMER SUC. AGUASCALIENTES,2.3,"Av Aguascalientes Sur 603, Desarrollo Especial Quinta Real, 20276 Aguascalientes, Ags., Mexico",21.8586844,-102.2878142,sucursal,bank,Aguascalientes
ChIJmYod5QPuKYQRa5q_pj9Z6jc,BBVA,2.9,"Av Tecnológico No. 120, Ojocaliente, 20198 Aguascalientes, Ags., Mexico",21.8782632,-102.2603356,sucursal,bank,Aguascalientes
ChIJSXmEVjgJgoYRESqTOi0BU8o,BBVA Rincón De Romos,4.2,"Av. Morelos 123, Centro Histórico, 20400 Rincón de Romos, Ags., Mexico",22.2290481,-102.3210995,sucursal,bank,Aguascalientes
ChIJIY8dCG7vKYQRJGwlS85Cf-U,BBVA 1000,3.1,"Av Siglo XXI 1302, Nazario Ortiz Garza, 20170 Aguascalientes, Ags., Mexico",21.9060833,-102.2572872,sucursal,bank,Aguascalientes
ChIJl0zcgQPMKYQRgTo7qLcU4J8,BBVA Calvillo,3.5,"Plaza Principal 102, Zona Centro, 20800 Calvillo, Ags., Mexico",21.8465961,-102.7191455,sucursal,bank,Aguascalientes
ChIJ9faLXKnvKYQRfMeEAm8LyVQ,Atm/Cajero BBVA Walmart Aguascalientes,2.3,"Av Independencia 2301, Desarrollo Especial Galerías, 20120 Aguascalientes, Ags., Mexico",21.9236016,-102.2959997,sucursal,bank,Aguascalientes
ChIJpS_Ma03uKYQRoGRlu69_nQo,Atm/Cajero BBVA Costco Aguascalientes,3.9,"Av Aguascalientes Nte 802, Desarrollo Especial Bulevar a Zacatecas, 20126 Aguascalientes, Ags., Mexico",21.9161,-102.288,sucursal,bank,Aguascalientes
ChIJX7qrxRX_0YUR5gh9KO2-kds,BBVA Baja California,3.5,"Medellín 310, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, Mexico",19.4064046,-99.1630429,sucursal,bank,Baja California
ChIJ63AH5oU7tIYRCLSPP34ZJ-w,BBVA,2.9,"And. Juan M. de Salvatierra Loreto s/n, Centro, 23880 Loreto, B.C.S., Mexico",26.0105026,-111.3422116,sucursal,bank,Baja California Sur
ChIJdd9dK8qks4YRz3tgqUq01QE,BBVA,3.7,"Agustín Olacheaa S/N, Real, Centro, 23680 Cd Constitución, B.C.S., Mexico",25.0284295,-111.6716345,sucursal,bank,Baja California Sur
ChIJ601y67QsroYRNeiA3ueaBo8,BBVA,2.6,"Mariano Abasolo 3690, Pueblo Nuevo, 23060 La Paz, B.C.S., Mexico",24.1434996,-110.3324226,sucursal,bank,Baja California Sur
ChIJUTtSZCHTr4YR4MZ8al_q1sU,BBVA Bancomer LA PAZ SOUTHWEST,3.3,"Blvd. Forjadores 4260, Instituto Tecnológico Regional, 23050 La Paz, B.C.S., Mexico",24.1248713,-110.3113868,sucursal,bank,Baja California Sur
ChIJeQCOXPbCyoYRb2MRhJfMg0k,BBVA,3.9,"Álvaro Obregón, Calle 5 S/N, Centro, 23920 Santa Rosalía, B.C.S., Mexico",27.3361151,-112.2698764,sucursal,bank,Baja California Sur
ChIJeeH3qEHTr4YRlFFFqV4Weis,BBVA,3.7,"Isabel La Católica 1820, Zona Central, 23020 La Paz, B.C.S., Mexico",24.1502684,-110.306124,sucursal,bank,Baja California Sur
ChIJ-xi3IDLTr4YRsJnrRiaUw7E,BBVA,3,"Blvd, Luis Donaldo Colosio, Las Garzas, 23079 La Paz, B.C.S., Mexico",24.1309208,-110.325108,sucursal,bank,Baja California Sur
ChIJ8wADYFjTr4YRfxgNB2bXOt8,BBVA,4.4,"16 de Septiembre 38, Zona Central, 23000 La Paz, B.C.S., Mexico",24.1631078,-110.3159894,sucursal,bank,Baja California Sur
ChIJD4lUIzBWtIYRhRKHcPpD9FI,Cajero Banorte,0,"BLV. Benito Juarez 7 0TE, Ciudad Insurgentes, 23700 Comondú, B.C.S., Mexico",26.0707889,-111.8442001,sucursal,bank,Baja California Sur
ChIJd6_hO3aCyoYRwWLGa7w1N64,BBVA Mulege,5,"Calle General Martinez y Zaragoza S/N, Centro, 23900 Heroica Mulegé, B.C.S., Mexico",26.8909146,-111.9840443,sucursal,bank,Baja California Sur
ChIJgdrl0rQsroYRpHQYMsmKpBI,Atm/Cajero BBVA Cc Californiano,0,"Colima, Pueblo Nuevo, 23060 La Paz, B.C.S., Mexico",24.1431,-110.331,sucursal,bank,Baja California Sur
ChIJ88Pcop1Qr4YR_PEhLw9tklY,BBVA,2.8,"Calle Ignacio Zaragoza, Centro, 23400 San José del Cabo, B.C.S., Mexico",23.06171,-109.6965258,sucursal,bank,Baja California Sur
ChIJHz6Hm1dKr4YRa94G3k2d230,BBVA Cabo San Lucas Constituyentes,2,"Blvd. Constituyentes 1311, El Arenal, 23410 Cabo San Lucas, B.C.S., Mexico",22.9004613,-109.9136766,sucursal,bank,Baja California Sur
ChIJi2-mUvgz-IURO7s87Pr9JvI,BBVA Bancomer HEADQUARTERS,2.9,"Área Ah, 24014 Campeche, Mexico",19.8507024,-90.5334535,sucursal,bank,Campeche
ChIJbWRNxvoz-IURlZHYWkoNyrY,BBVA Bancomer MARKET,2.3,"Av Cto Baluartes 100, Zona Centro, 24000 Campeche, Camp., Mexico",19.8425739,-90.5339522,sucursal,bank,Campeche
ChIJLafaltsz-IURmy0JfDaTvFQ,BBVA,4.1,"Av Patricio Trueba de Regil S/N, Tepeyac, 24096 Campeche, Camp., Mexico",19.8227065,-90.5320257,sucursal,bank,Campeche
ChIJw1-wU08x-IURRnE8jUU8ZFo,ATM / CASHIER BANCOMER BOD AURRERA CAMPECHE,4.5,"Bodega Aurrera, Av Gobernadores 201, Aviación, 24070 Campeche, Camp., Mexico",19.8417235,-90.5119816,sucursal,bank,Campeche
ChIJQWmz8KPGJIQRUXAsIpeQb70,Afore Bbva Bancomer,0,"Calle 18 S/N, Zona Centro, 24000 Campeche, Camp., Mexico",19.8425781,-90.5339984,sucursal,bank,Campeche
ChIJcQwe1_kz-IUR5TqEIoxZx84,Bbva Bancomer,4,"Álvaro barret 3, Ah-kim-Pech, 24000 Campeche, Camp., Mexico",19.850202,-90.5348491,sucursal,bank,Campeche
ChIJL8Y_Wwwx-IURb20yqDW2eow,Atm/Cajero BBVA Aeropuerto De Campeche277,5,"Av López Portillo, Internacional Ingeneiro Alberto Acuña Ongay, Campeche, Camp., Mexico",19.8140992,-90.5037837,sucursal,bank,Campeche
ChIJdXjXoqs2-IUR_Wk7aC9G1L0,BBVA,5,"Pedro Sainz de Baranda 139, Área Ah, 24014 Campeche, Camp., Mexico",19.8568216,-90.5223856,sucursal,bank,Campeche
ChIJqe3_DAA0-IURG6Paw204PUQ,BBVA Bancomer,0,"Marí Lavalle Urbina, San Francisco, 24010 Campeche, Camp., Mexico",19.8542399,-90.5268447,sucursal,bank,Campeche
ChIJoTCnuVcx-IUR3lmxU-82RFg,Atm/Cajero BBVA Chedraui Campeche,4,"Av Gobernadores 418, Barrio de Sta Ana, 24050 Campeche, Camp., Mexico",19.8438,-90.5244,sucursal,bank,Campeche
ChIJMxYivas2-IURG2eCDZjcXW0,Cajero Bancomer,4.7,"11, Pedro Sainz de Baranda 139, Área Ah, 24014 Campeche, Camp., Mexico",19.8574672,-90.5223642,sucursal,bank,Campeche
ChIJc-cgwy0x-IURO03V4lpwDvY,Atm/Cajero BBVA Chedraui Campeche Ii,5,"Av. Alvaro Obregon 443, Barrio de Sta Lucía, 24020 Campeche, Camp., Mexico",19.8488234,-90.4954195,sucursal,bank,Campeche
ChIJQXsUCCsz-IURWQM6WE5jCu0,BBVA Bancomer,0,"Av. María Lavalle Urbina 436, Área Ah, 24014 Campeche, Camp., Mexico",19.8507768,-90.5332924,sucursal,bank,Campeche
ChIJncSRSpQz-IURx2nycmFKrmo,Atm/Cajero BBVA Victor Fdo May Olvera1983,3.3,"Av López Mateos 479, Barrio de San José, 24040 Campeche, Camp., Mexico",19.8329761,-90.5478218,sucursal,bank,Campeche
ChIJvxN1Dn0x-IURQ2HDVpGUEoo,Atm/Cajero BBVA Hosp Alta Especialidad1278,5,"Av. Lázaro Cárdenas, Campeche, Camp., Mexico",19.8149646,-90.5243933,sucursal,bank,Campeche
ChIJOUqo2GhF7YUR1KY8mM40DDU,BBVA,2.5,"Eje 1 S/N, El Relicario, 29286 San Cristóbal de las Casas, Chis., Mexico",16.7203343,-92.642695,sucursal,bank,Chiapas
ChIJzTmuHxZF7YUROMAH4fik1uQ,BBVA,3.7,"C. Guadalupe Victoria 10, Centro, Zona Centro, 29200 San Cristóbal de las Casas, Chis., Mexico",16.7372055,-92.6392953,sucursal,bank,Chiapas
ChIJ9yoErt2n7IURZwMLApc-q5s,BBVA,3.3,"Av Central Nte 13, Centro, 30400 Cintalapa, Chis., Mexico",16.3649631,-92.3695526,sucursal,bank,Chiapas
ChIJxbwz2lI_jYURwwQG7PSiLxA,BBVA,3.4,"Blvd, Central Nte. 122, Nicalocok, 30068 Comitán de Domínguez, Chis., Mexico",16.2579508,-92.1428433,sucursal,bank,Chiapas
ChIJk4DgGbA4jYURmwdKGu-4cIw,BBVA Ofna. Principal Comitán,4.5,"Primera Avenida Ote. Sur 2, Centro, 30000 Comitán de Domínguez, Chis., Mexico",16.2521768,-92.1345814,sucursal,bank,Chiapas
ChIJnXoyQqk4jYURCbBhPONXCtU,ATM / CASHIER BANCOMER SUC BOULEVARD COMITAN,4.5,"Blvd. Sur Dr. Blisario Domínguez 8, Candelaria, 30000 Comitán de Domínguez, Chis., Mexico",16.248415,-92.1411552,sucursal,bank,Chiapas
ChIJ6bDX5j1F7YURTg0WtF8Fw6c,BBVA Ofna. Principal San Cristóbal,2.5,"Luis Donaldo Colosio no.12, Centro, 29200 San Cristóbal de las Casas, Chis., Mexico",16.7480398,-92.6298963,sucursal,bank,Chiapas
ChIJxbwz2lI_jYURzB2X-1WBNgY,Atm/Cajero BBVA Suc Comitan C Abastos1642,3.5,"Comitán de Domínguez -Ciudad Cuauhtémoc, Latino América, 30068 Comitán de Domínguez, Chis., Mexico",16.2406,-92.1373,sucursal,bank,Chiapas
ChIJzQ2iC_4l7YUR9kvAM4txiMk,BBVA,3.2,"Av Julián Grajales 5, San Jacinto, 29160 Chiapa de Corzo, Chis., Mexico",16.7076396,-93.0161834,sucursal,bank,Chiapas
ChIJk4DgGbA4jYURy78dyQS1H2s,Atm/Cajero BBVA Ofna Principal Comitan923,0,"Primera Avenida Ote. Nte., Centro, 30000 Comitán de Domínguez, Chis., Mexico",16.252099,-92.1346,sucursal,bank,Chiapas
ChIJaSvKTfPY7IUROO7523A6hIs,BBVA Bancomer CENTER Tuxtla Gutierrez,3.4,"Av Central Pte 314, Santo Domingo, 29000 Tuxtla Gutiérrez, Chis., Mexico",16.7541594,-93.1180297,sucursal,bank,Chiapas
ChIJpUXgy_vY7IURZWPqi6xX-U8,BBVA,3.8,"Blvd. Belisario Domínguez 1625, La Lomita, 29060 Tuxtla Gutiérrez, Chis., Mexico",16.7539717,-93.1304891,sucursal,bank,Chiapas
ChIJca1-r3Dq8oURqaSHi81KgGo,Atm/Cajero BBVA Municipio De Ocosingo153,3.3,"Los Girasoles, Norte, 29950 Ocosingo chis, Chiapas, Mexico",16.9133029,-92.0932247,sucursal,bank,Chiapas
ChIJX1e_WmLY7IURn1Dd8bEo-go,BBVA,3.8,"9a. Sur Ote. No.783, Asamblea de barrio, Centro, 29070 Tuxtla Gutiérrez, Chis., Mexico",16.7452223,-93.1109199,sucursal,bank,Chiapas
ChIJCSRsHQ_Z7IURKt3SCserDAk,BBVA,3.6,"Blvd. Belisario Domínguez 1861, Samuel León Brindis, 29058 Tuxtla Gutiérrez, Chis., Mexico",16.7541318,-93.1381701,sucursal,bank,Chiapas
ChIJB1ystngn7YUREUnYG4TeV38,BBVA,3.1,"E. Zapata, Bienestar Soc, 29077 Tuxtla Gutiérrez, Chis., Mexico",16.7487241,-93.0923961,sucursal,bank,Chiapas
ChIJf2kJkXUn7YURve_z398Rk1U,BBVA Tuxtla Soriana Oriente,2.5,"Blvd Andres Serra Rojo 250, El Retiro, 29040 Tuxtla Gutiérrez, Chis., Mexico",16.7483704,-93.0813319,sucursal,bank,Chiapas
ChIJFV_LTxzZ7IUR9vCATpfRCsU,BBVA,4.3,"Plaza Las Américas, 5a. Nte. Pte. 2651, 29030 Tuxtla Gutiérrez, Chis., Mexico",16.7630121,-93.1413839,sucursal,bank,Chiapas
ChIJo0Hn5tCF8oURHAELbVqGraI,BBVA,4.1,"Primera Pte. Nte. S/N, Centro, 29930 Yajalón, Chis., Mexico",17.1745548,-92.3339805,sucursal,bank,Chiapas
ChIJk3cG7wuijYURkWbv1w5fX0s,BBVA,2.8,"Central Sur, Nevelandia, 30140 Frontera Comalapa, Chis., Mexico",15.6592371,-92.1408955,sucursal,bank,Chiapas
ChIJVQAJNhRD6oYRs3uTmC9UB4c,BBVA Chihuahua Universidad,3.8,"Avenida Universidad 3117, Universidad, 31203 Chihuahua, Chih., Mexico",28.657594,-106.0928747,sucursal,bank,Chihuahua
ChIJj90tblJD6oYRdDQPippTG64,BBVA Chihuahua Independencia,3.3,"Av. Independencia 601, Zona Centro, 31000 Chihuahua, Chih., Mexico",28.6360687,-106.0752697,sucursal,bank,Chihuahua
ChIJ2VqWmwJD6oYRJlRZZCW7K10,BBVA Chihuahua Jose Maria Iglesias,4,"Av José María Iglesias s/n, Panorámico, 31107 Chihuahua, Chih., Mexico",28.664764,-106.1104661,sucursal,bank,Chihuahua
ChIJ6QqY6h9C6oYREyZksqKZ9OY,BBVA,3,"Av Cristobal Colón 14545, Paseos de Chihuahua, 31125 Chihuahua, Chih., Mexico",28.7142636,-106.1359891,sucursal,bank,Chihuahua
ChIJbbLCfiVD6oYRYFtk2Gb0OZM,BBVA,3.3,"Av. Mirador 3300, Virreyes, Campestre-Lomas, 31237 Chihuahua, Chih., Mexico",28.6414111,-106.1026503,sucursal,bank,Chihuahua
ChIJXw45sjxD6oYRborYo--wTLk,BBVA Chihuahua Mall,3.2,"Blvrd Antonio Ortiz Mena 206, San Felipe V Etapa, 31240 Chihuahua, Chih., Mexico",28.6472522,-106.0993641,sucursal,bank,Chihuahua
ChIJo_G8qDJD6oYRbNxNEuY0Xy0,BBVA Lomas Campestres,2.9,"Periferico, Ortiz Mena 2823, Quintas del Sol, 31250 Chihuahua, Chih., Mexico",28.6302427,-106.0988919,sucursal,bank,Chihuahua
ChIJuw_9Uztb6oYR92AedfyZgN0,BBVA,2.3,"Blvd. Jose Fuentes Mares 1901, Nueva España I y II, 31063 Chihuahua, Chih., Mexico",28.6210299,-106.0292505,sucursal,bank,Chihuahua
ChIJxzbsu1lD6oYRa8C1zrf3yQI,BBVA Chihuahua Centro,2.9,"Av. Benito Juárez 3115, Zona Centro, 31000 Chihuahua, Chih., Mexico",28.6462,-106.0688357,sucursal,bank,Chihuahua
ChIJK-90WpBB6oYRZCFcj1o52fg,BBVA,3.6,"Vialidad Los Nogales 1301, Atanasio Ortega, 31137 Chihuahua, Chih., Mexico",28.7310086,-106.1257041,sucursal,bank,Chihuahua
ChIJTybdIkRD6oYREHV2KhgmZPY,BBVA Chihuahua Universidad,3.3,"J. de La Luz Corral 1700, Santo Niño, 31200 Chihuahua, Chih., Mexico",28.6469298,-106.080781,sucursal,bank,Chihuahua
ChIJzb03B7Vc6oYR0AD8wq3rCZQ,BBVA Chihuahua Zarco,3.6,"Av. Cuauhtémoc 3201, Cuauhtémoc, 31000 Chihuahua, Chih., Mexico",28.6283835,-106.0847079,sucursal,bank,Chihuahua
ChIJBzHauQdD6oYRPtPHPPhVwSk,BBVA Vallarta Chihuahua,3.1,"Av. Vallarta y, Catalpa Loc. 1, Las Granjas, 31160 Chihuahua, Chih., Mexico",28.6722338,-106.1009192,sucursal,bank,Chihuahua
ChIJ6f5PMhpD6oYRT6O_TinJ-10,BBVA,3.6,"Av. de las Américas 108, San Felipe I Etapa, 31203 Chihuahua, Chih., Mexico",28.6580306,-106.1021917,sucursal,bank,Chihuahua
ChIJ6V75kAVB6oYRAl79hcwyhyw,BBVA Sendero Chihuahua,4.4,"Num. 11377, Calle Industrias, 31136 Chihuahua, Chih., Mexico",28.7229535,-106.1128875,sucursal,bank,Chihuahua
ChIJkxZHv61c6oYRWbd3cJna08E,BBVA Bancomer Chihuahua Santa Rita,2.6,"Calle Francisco Xavier Mina 2201, Santa Rita, 31020 Chihuahua, Chih., Mexico",28.6252442,-106.0755641,sucursal,bank,Chihuahua
ChIJZ1dXW_FC6oYRghC8FlW_A1s,BBVA Chihuahua Saucito,2.8,"Av Francisco Villa 3000, Zona Sin Asignación de Nombre de Colonia, 31110 Chihuahua, Chih., Mexico",28.665525,-106.126672,sucursal,bank,Chihuahua
ChIJNbsQzSxd6oYRb-7cgFJl42Q,BBVA,2.9,"Sierra Campaña, Av. Hacienda del Valle SN, Haciendas Sta Fe, 31216 Chihuahua, Chih., Mexico",28.6267338,-106.1130598,sucursal,bank,Chihuahua
ChIJC5oVszxD6oYR5Den1-4OKVQ,BBVA Bancomer,5,"Trasviña y Retes s/n, San Felipe I Etapa, Chihuahua, Chih., Mexico",28.647212,-106.0992158,sucursal,bank,Chihuahua
ChIJea4L8MFD6oYRkXE0msMVJQg,BBVA,2.7,"Calle San Miguel el Grande 15301, Quintas Sebastián, 31125 Chihuahua, Chih., Mexico",28.7118122,-106.1513025,sucursal,bank,Chihuahua
ChIJweJKqPLHi4YRWdzSEOjXGNo,BBVA,4.5,"Francisco Y, Francisco I. Madero 125, Centro, 25500 San Buenaventura, Coah., Mexico",27.0605043,-101.5469969,sucursal,bank,Coahuila de Zaragoza
ChIJCZJLx2jOi4YRSxdx7_pWPlY,BBVA,3.1,"Cuauhtémoc 200, Zona Centro, 25600 Frontera, Coah., Mexico",26.9272609,-101.4513689,sucursal,bank,Coahuila de Zaragoza
ChIJR7PFoPbNi4YRDWT8z5lvvK4,BBVA,3.4,"Venustiano Carranza 500, Centro, 25700 Monclova, Coah., Mexico",26.9014412,-101.4166731,sucursal,bank,Coahuila de Zaragoza
ChIJu9B_MjEji4YRmzgvJmWTtoI,BBVA Múzquiz,4.7,"Pdte. Benito Juárez 309, Norte Centro, 26340 Santa Rosa de Múzquiz, Coah., Mexico",27.8790104,-101.5169452,sucursal,bank,Coahuila de Zaragoza
ChIJb6ZQmefNi4YRoO9vW8Q7yzA,ATM / CASHIER BANCOMER SUC GALERIAS,2.3,"Blvd Harold R. Pape 1300, Palma, 25730 Monclova, Coah., Mexico",26.9188823,-101.4241339,sucursal,bank,Coahuila de Zaragoza
ChIJbXtWgd3Hi4YRo07jslWuy98,Atm/Cajero BBVA Oxxo La Feria1076,0,"México 30, Amalia Solorzano, San Buenaventura, Coah., Mexico",27.0496205,-101.5332735,sucursal,bank,Coahuila de Zaragoza
ChIJcQD_9fzNi4YRV0ZWxIms5kE,BBVA Monclova Ofna. Principal,4,"Blvd. Harold R. Pape y, Lic. Elsa Hdz. de Las Fuentes No. 100, 25750 Monclova, Coah., Mexico",26.9046223,-101.429459,sucursal,bank,Coahuila de Zaragoza
ChIJDQDQ6IHCioYRiRv3W8N2M3A,BBVA,5,"Francisco I. Madero 133, Centro, 26700 Sabinas, Coah., Mexico",27.849332,-101.1210167,sucursal,bank,Coahuila de Zaragoza
ChIJR7PFoPbNi4YRPercm1C5lBQ,Atm/Cajero BBVA Suc Monclova Centro,5,"BLVD, Venustiano Carranza 500, Zona Centro, 25700 Monclova, Coah., Mexico",26.901678,-101.4171983,sucursal,bank,Coahuila de Zaragoza
ChIJOZ6WaI9O9YYRkYoPZQT7bEo,BBVA,4.7,"26230, Benito Juárez Nte. 309, 26530 Allende, Coah., Mexico",28.3448709,-100.8524449,sucursal,bank,Coahuila de Zaragoza
ChIJNXnFiorbioYRhzBhCZ16tD0,BBVA,4.4,"Pdte. Venustiano Carranza 104, Comercial, 26850 Nueva Rosita, Coah., Mexico",27.9336452,-101.2259268,sucursal,bank,Coahuila de Zaragoza
ChIJO3IyuWjOi4YRJ-d7XVDfoeA,Atm/Cajero BBVA F Benavides Frontera,0,"Francisco I. Madero 202, Zona Centro, 25600 Frontera, Coah., Mexico",26.926302,-101.4528757,sucursal,bank,Coahuila de Zaragoza
ChIJFxZvW_nRi4YR69BKPDG_qZQ,Atm/Cajero BBVA Super Gutierrez1919,5,"Industrial, Zona Industrial, 25618 Frontera, Coah., Mexico",26.888773,-101.4389316,sucursal,bank,Coahuila de Zaragoza
ChIJY5eY8wXSi4YRP02a0XBI2lE,Atm/Cajero BBVA Soriana Pape1527,5,"Blvd Harold R. Pape 1202, La Loma, 25770 Monclova, Coah., Mexico",26.8894,-101.423,sucursal,bank,Coahuila de Zaragoza
ChIJ4Q__d4fNi4YRo91vVQZYpIA,Atm/Cajero BBVA Aramark Monclova Manuf606,5,"Av Adolfo López Mateos 2004, Barrera, 25770 Monclova, Coah., Mexico",26.8999432,-101.396508,sucursal,bank,Coahuila de Zaragoza
ChIJl7hlWwHOi4YRjBa8ius0eDQ,Atm/Cajero BBVA Soriana Monclova294,5,"Calle Huemac S/N, Anáhuac, 25756 Monclova, Coah., Mexico",26.9003227,-101.4392247,sucursal,bank,Coahuila de Zaragoza
ChIJu9B_MjEji4YRyPzb0-C5BzQ,Atm/Cajero BBVA Suc M Muzquiz686,0,"Lic. Nicolás Torres, 26340 Múzquiz Municipality, Coahuila, Mexico",27.879,-101.517,sucursal,bank,Coahuila de Zaragoza
ChIJt1SBkxLSi4YRVOzdvIjPsss,Atm/Cajero BBVA Ahmsa 2,0,"Ahmsa, 1, Juárez, Altos Hornos de México S.a. Planta 1, 25750 Monclova, Coah., Mexico",26.8848008,-101.4197818,sucursal,bank,Coahuila de Zaragoza
ChIJFU3D5SzSi4YRPuoAnvSehIU,Atm/Cajero BBVA Oxxo Asturias853,3.2,"México 57, Asturias, 25790 Monclova, Coah., Mexico",26.8513422,-101.4259586,sucursal,bank,Coahuila de Zaragoza
ChIJ78ywo5LNi4YRPvjNP2QCf6E,Atm/Cajero BBVA Super Gutierrez1155,1,"Blvrd San Jose, Heroes del 47, 25740 Monclova, Coah., Mexico",26.9096,-101.41,sucursal,bank,Coahuila de Zaragoza
ChIJV6ScgqtaJYQR8Fvx5hCCLq0,BBVA,3.5,"Calle Francisco I. Madero 106, Centro, 28000 Colima, Col., Mexico",19.2419626,-103.7263599,sucursal,bank,Colima
ChIJ95oyWLZaJYQRBXrd_DZ7ADA,Atm/Cajero BBVA Walmart Colima Norte654,0,"Walmart, Av Tecnológico 125, Miguel Hidalgo I, 28037 Colima, Col., Mexico",19.2573366,-103.720558,sucursal,bank,Colima
ChIJP8kUTqRaJYQRff5KgMswJRM,BBVA Colima Ofna Principal,3.5,"Av. San Fernando 502, Centro, 28000 Colima, Col., Mexico",19.245623,-103.7143914,sucursal,bank,Colima
ChIJp5Ota8JaJYQRdb8FQR5t_Eo,BBVA Los Olivos,3.7,"Av. Constitución 2171, Los Olivos, 28017 Colima, Col., Mexico",19.2695141,-103.7078203,sucursal,bank,Colima
ChIJXXCmh7laJYQRXncB-DLcCx0,BBVA Sevilla Del Rio,2.9,"Felipe Sevilla del Río 115, Jardines Vista Hermosa I, 28017 Colima, Col., Mexico",19.2555962,-103.714887,sucursal,bank,Colima
ChIJOcr4uDZFJYQRgVLpGWIhkyM,BBVA,3.3,"Av Gral Manuel Alvarez 40, Centro, 28970 Villa de Álvarez, Col., Mexico",19.263793,-103.7352748,sucursal,bank,Colima
ChIJO5upqnVbJYQRy__7qBA_rvk,BBVA Pensiones,0,"Av. San Fernando 502, Centro, 28000 Colima, Col., Mexico",19.245623,-103.7143914,sucursal,bank,Colima
ChIJS2uJew5bJYQRnhNFdrItuG4,BBVA,5,"AV, Paseo Miguel De la Madrid Hurtado No. 301, 28018 Colima, Col., Mexico",19.2670511,-103.6974452,sucursal,bank,Colima
ChIJ93Js66daJYQRTFaqugWNA1k,Atm/Cajero BBVA Walmart Colima,5,"Calz. Pedro A. Galván Nte. Norte 120, Centro, 28000 Colima, Col., Mexico",19.2385417,-103.7155936,sucursal,bank,Colima
ChIJ8_1GeSpFJYQRZ9h1HyackOo,BBVA,4.7,"Ismael Aguayo Figueroa, El Ángel, 28979 Villa de Álvarez, Col., Mexico",19.284485,-103.7360986,sucursal,bank,Colima
ChIJ6cqdRi5bJYQRHPN8eM8N5f4,BBVA Centro Especializado en Recuperación de Crédito,0,"Av. San Fernando 502, Centro, 28000 Colima, Col., Mexico",19.245542,-103.7144343,sucursal,bank,Colima
